Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,Year
15225,Tour de France 2011,tour-de-france-2011,Sports,E,X360,Unknown,Cyanide Studio,0.0
15654,The History Channel: Great Battles - Medieval,the-history-channel-great-battles-medieval,Strategy,,PS3,Unknown,Slitherine Software,0.0
15792,B.L.U.E.: Legend of Water,blue-legend-of-water,Adventure,,PS,Unknown,Unknown,0.0
20066,Wii de Asobu: Metroid Prime 2: Dark Echoes,wii-de-asobu-metroid-prime-2-dark-echoes,Shooter,,Wii,Unknown,Retro Studios,0.0
20087,Iron Master: The Legendary Blacksmith,iron-master-the-legendary-blacksmith,Action,RP,DS,Unknown,Barunson Creative,0.0
20143,Alone in the Dark: Inferno(JP sales),alone-in-the-dark-infernojp-sales,Action,,PS3,Unknown,Unknown,0.0
20168,Hello Kitty Picnic with Sanrio Friends,hello-kitty-picnic-with-sanrio-friends,Misc,,3DS,Unknown,Unknown,0.0
20185,Blood Bowl,blood-bowl,Sports,RP,DS,Unknown,Cyanide Studio,0.0
20187,Dokapon Kingdom (JP sales),dokapon-kingdom-jp-sales,Action,,Wii,Unknown,Unknown,0.0
20368,IQ Trainer,iq-trainer,Misc,E,DS,Unknown,DreamCatcher Interactive,0.0
20370,Captain Blood,captain-blood,Action,,X360,Unknown,SeaWolf,0.0
20400,M.C. Kids,mc-kids,Platform,,NES,Unknown,Virgin Interactive,0.0
20484,Castle of Shikigami III(JP sales),castle-of-shikigami-iiijp-sales,Action,,Wii,Unknown,Unknown,0.0
20497,Tenchu: Time of the Assassins,tenchu-time-of-the-assassins,Action,,PSP,Unknown,K2 LLC,0.0
20521,Jewel Quest 6: The Sapphire Dragon,jewel-quest-6-the-sapphire-dragon,Misc,,3DS,Unknown,Unknown,0.0
20522,Stuntman Ignition,stuntman-ignition,Racing,,PSN,Unknown,Paradigm Entertainment,0.0
20596,Chuck E. Cheese's Kart Racing,chuck-e-cheeses-kart-racing,Racing,E,Wii,Unknown,Tommo,0.0
20624,Bigfoot: Collision Course,bigfoot-collision-course,Racing,E,PC,Unknown,Destination Software,0.0
20637,Space Bust-A-Move (JP sales),space-bust-a-move-jp-sales,Action,,DS,Unknown,Unknown,0.0
20654,California Sports,california-sports,Sports,,Wii,Unknown,Destineer,0.0
20689,Hour of Victory,hour-of-victory,Shooter,,PC,Unknown,Nfusion,0.0
20767,Mind. Body. Soul.: Nutrition Matters,mind-body-soul-nutrition-matters,Misc,E,Wii,Unknown,Devils Details,0.0
20854,Rugby 2005,rugby-2005,Sports,,PC,Unknown,HB Studios Multimedia,0.0
20872,Heracles: Battle With The Gods,heracles-battle-with-the-gods,Platform,E,DS,Unknown,Midas Interactive Entertainment,0.0
20882,Mahjongg Mysteries,mahjongg-mysteries,Puzzle,E,DS,Unknown,Destineer,0.0
20953,Circus Wii,circus-wii,Misc,E,Wii,Unknown,505 Games,0.0
20967,Gold's Gym: Dance Workout (JP sales),golds-gym-dance-workout-jp-sales,Sports,E10,Wii,Unknown,Land Ho!,0.0
20981,Hospital Giant,hospital-giant,Simulation,E10,DS,Unknown,SouthPeak Games,0.0
21005,Tour de France 2011,tour-de-france-2011,Sports,E,PS3,Unknown,Cyanide Studio,0.0
21022,Undercover: Dual Motives,undercover-dual-motives,Adventure,,DS,Unknown,Sproing Interactive Media,0.0
21033,Football Manager Handheld 2007,football-manager-handheld-2007,Sports,,PSP,Unknown,Sports Interactive,0.0
21046,Arcade 3D,arcade-3d,Misc,RP,3DS,UFO Interactive,UFO Interactive,0.0
21060,SpongeBob: Yellow Avenger,spongebob-yellow-avenger,Action,E,PSP,Unknown,Unknown,0.0
21086,Ubisoft Action Adventure Collection,ubisoft-action-adventure-collection,Action,,PC,Unknown,Ubisoft,0.0
21134,Squash,squash,Sports,RP,WW,Unknown,Team6 Game Studios,0.0
21161,Mind. Body. Soul.: Nutrition Matters,mind-body-soul-nutrition-matters,Misc,E,DS,Unknown,MileStone Inc.,0.0
21221,Truckin' Collection,truckin-collection,Action,,PC,Unknown,Unknown,0.0
21228,My Baby and Me,my-baby-and-me,Misc,E,Wii,Unknown,,0.0
21290,100 Bullets,100-bullets,Shooter,,PSP,Unknown,Unknown,0.0
21301,100 Years' War,100-years-war,Role-Playing,,PC,Unknown,Internet Gaming Gate,0.0
21302,100-Yen Gomibako,100-yen-gomibako,Action,,PSN,Unknown,SCEI,0.0
21307,1001 Nights: The Adventures of Sindbad,1001-nights-the-adventures-of-sindbad,Adventure,,MS,Unknown,"Alawar Entertainment, Inc.",0.0
21309,1001 Nights: The Adventures of Sindbad,1001-nights-the-adventures-of-sindbad,Misc,,PC,Unknown,Unknown,0.0
21319,101-in-1 Explosive Megamix,101-in-1-explosive-megamix,Puzzle,E,WW,Unknown,Nordcurrent,0.0
21372,2 Days to Vegas,2-days-to-vegas,Action,RP,X360,Unknown,Steel Monkeys,0.0
21373,2 Days to Vegas,2-days-to-vegas,Action,RP,PC,Unknown,Steel Monkeys,0.0
21374,2 Days to Vegas,2-days-to-vegas,Action,RP,PS3,Unknown,Steel Monkeys,0.0
21426,3 Great Planes For Microsoft Combat Flight Simulator!,3-great-planes-for-microsoft-combat-flight-simulator,Simulation,,PC,Unknown,Abacus Software,0.0
21448,3-Demon,3-demon,Action,,PC,Unknown,PC Research Inc.,0.0
21461,3D Classics: Excite Bike,3d-classics-excite-bike,Racing,,3DS,Unknown,Arika,0.0
21483,3D Ultra Pinball: Creep Night,3d-ultra-pinball-creep-night,Misc,,PC,Unknown,Sierra Entertainment,0.0
21487,3rd Space Incursion,3rd-space-incursion,Action,,PC,Unknown,TN Games,0.0
21495,4 Get It,4-get-it,Action,,PC,Unknown,Delphine Software International,0.0
21508,4 Travellers: Play Italian,4-travellers-play-italian,Misc,E,DSiW,Unknown,AGENIUS Interactive,0.0
21530,5 Elements Masters,5-elements-masters,Action,,PC,Unknown,UltraFish,0.0
21563,757,757,Simulation,,PC,Unknown,Just Flight,0.0
21596,A Boy and His Blob,a-boy-and-his-blob,Platform,,3DS,Unknown,WayForward Technologies,0.0
21597,A Boy and His Blob,a-boy-and-his-blob,Platform,,XOne,Unknown,WayForward Technologies,0.0
21598,A Boy and His Blob,a-boy-and-his-blob,Platform,,PS4,Unknown,WayForward Technologies,0.0
21599,A Boy and His Blob,a-boy-and-his-blob,Platform,,PC,Unknown,WayForward Technologies,0.0
21612,A Game of Dwarves,a-game-of-dwarves,Misc,,PS3,Unknown,Unknown,0.0
21613,A Game of Dwarves,a-game-of-dwarves,Misc,,PC,Unknown,Unknown,0.0
21615,A Game you can't BEAT!!,a-game-you-cant-beat,Platform,,XBL,Unknown,Latin Soul Studio,0.0
21634,A New Beginning,a-new-beginning,Adventure,,Wii,Unknown,Daedalic Entertainment,0.0
21635,A New Beginning,a-new-beginning,Adventure,,DS,Unknown,Daedalic Entertainment,0.0
21647,A Valley Without Wind,a-valley-without-wind,Action,,OSX,Unknown,Arcen Games,0.0
21678,A.R.E.S. Extinction Agenda EX,ares-extinction-agenda-ex,Platform,,XBL,Unknown,Extend Studio,0.0
21693,AAA: El Videojuego,aaa-el-videojuego,Fighting,,X360,Unknown,Immersion Software & Graphics,0.0
21694,AAA: El Videojuego,aaa-el-videojuego,Fighting,,PS3,Unknown,Immersion Software & Graphics,0.0
21695,AAA: El Videojuego,aaa-el-videojuego,Fighting,RP,Wii,Unknown,Sabarasa Studios,0.0
21696,AAA: El Videojuego,aaa-el-videojuego,Fighting,RP,DS,Unknown,Sabarasa Studios,0.0
21697,AAA: El Videojuego,aaa-el-videojuego,Fighting,RP,PSP,Unknown,Sabarasa Studios,0.0
21727,ABC Monday Night Football,abc-monday-night-football,Sports,,PC,Unknown,Overtime Sports,0.0
21737,Absolute Chess,absolute-chess,Misc,E,DSiW,Unknown,Tasuke,0.0
21741,Absolute Zero,absolute-zero,Action,,PC,Unknown,"Domark Software, Inc.",0.0
21746,Abuse,abuse,Action,,PC,Unknown,Crack dot Com,0.0
21762,Accordion Hero,accordion-hero,Action,,PC,Unknown,No.inc,0.0
21843,Addams Family Values,addams-family-values,Adventure,,GEN,Unknown,Ocean,0.0
21845,Addy Junior Mein Korper,addy-junior-mein-korper,Misc,,DS,Unknown,Mindscape,0.0
21900,Adventure Island II: Aliens in Paradise,adventure-island-ii-aliens-in-paradise,Platform,,3DS,Unknown,Hudson Soft,0.0
21953,Aero Drum,aero-drum,Misc,,WW,Unknown,Yudo,0.0
21967,Aero-Cross,aero-cross,Racing,E,XBL,Unknown,Namco Bandai Games,0.0
21968,Aero-Cross,aero-cross,Racing,E,PSN,Unknown,Namco Bandai Games,0.0
21983,AFL Live,afl-live,Sports,,PC,Unknown,Big Ant Studios,0.0
21985,AFL Live,afl-live,Sports,,PSP,Unknown,Big Ant Studios,0.0
31005,Fish On,fish-on,Sports,,PSV,Unknown,Kadokawa Games,0.0
31031,Fishing Live Online,fishing-live-online,Sports,,XB,Unknown,Opus Studio,0.0
31048,Five Nights at Freddy's,five-nights-at-freddys,Simulation,,And,Unknown,Scott Cawthon,0.0
31050,Five Nights At Freddy's 2,five-nights-at-freddys-2,Puzzle,,And,Unknown,Unknown,0.0
31104,Flight Unlimited,flight-unlimited,Simulation,,PC,Unknown,Looking Glass Studios,0.0
31107,Flink,flink,Platform,,GEN,Unknown,Psygnosis,0.0
31119,Flipper 2,flipper-2,Platform,E,DSiW,Unknown,Goodbye Galaxy Games,0.0
31156,FlowerWorks,flowerworks,Adventure,E,PC,Unknown,Nocturnal Entertainment Australia,0.0
31163,Fluttabyes,fluttabyes,Puzzle,,PC,Unknown,Red Chain,0.0
31181,Folklore,folklore,Role-Playing,,PSP,Unknown,Game Republic,0.0
31233,Forgotten Realms Deluxe Edition,forgotten-realms-deluxe-edition,Role-Playing,,PC,Unknown,BioWare Corp.,0.0
31270,Fort Zombie,fort-zombie,Adventure,,PC,Unknown,Kerberos Productions,0.0
31276,Fortix 2,fortix-2,Strategy,,PSN,Unknown,Nemesys Studio,0.0
31281,Fortune Arterial: Akai Yakusoku,fortune-arterial-akai-yakusoku,Adventure,,PS3,Unknown,August,0.0
31282,Fortune Arterial: Iori no Yabou,fortune-arterial-iori-no-yabou,Adventure,,PSP,Unknown,August,0.0
31297,Fractal Fighter,fractal-fighter,Action,,PC,Unknown,Cactus Games,0.0
31318,Fray,fray,Strategy,,PC,Unknown,Brain Candy,0.0
31321,Frayed Knights: The Skull of S'makh-Daon,frayed-knights-the-skull-of-smakh-daon,Strategy,,PC,Unknown,Rampant Games,0.0
31322,Frayed Knights: The Skull of S'makh-Daon,frayed-knights-the-skull-of-smakh-daon,Role-Playing,,PC,Unknown,Rampant Games,0.0
31350,Free Running,free-running,Sports,,DS,Unknown,Core Design Ltd.,0.0
31377,French Buddy,french-buddy,Misc,,DS,Unknown,Deep Silver,0.0
31391,Fritz & Chesster's Chess Complete,fritz-amp-chessters-chess-complete,Misc,,PC,Unknown,ChessBase,0.0
31392,Fritz & Chesster's Chess For Winners,fritz-amp-chessters-chess-for-winners,Misc,,PC,Unknown,ChessBase,0.0
31398,Frobot,frobot,Puzzle,E10,PC,Unknown,Fugazo,0.0
31447,Frozen Hearth,frozen-hearth,Strategy,,PC,Unknown,Epiphany Games,0.0
31457,Fruit Ninja,fruit-ninja,Action,,iOS,Unknown,Halfbrick Studios,0.0
31521,Furious Phil,furious-phil,Action,,GIZ,Unknown,Gizmondo Studios,0.0
31525,Furry Legends: Beginnings,furry-legends-beginnings,Platform,,DSiW,Unknown,Gamelion Studios,0.0
31556,Future Tactics,future-tactics,Strategy,,GIZ,Unknown,Gizmondo Studios,0.0
31602,G.I. JOE,gi-joe,Action,,XBL,Unknown,Double Helix,0.0
31689,Gakuen Pets 3: Seieki Mamire no Toshokan,gakuen-pets-3-seieki-mamire-no-toshokan,Adventure,,PC,Unknown,GokuFero,0.0
31752,Galaxy Invasion,galaxy-invasion,Action,,PC,Unknown,Bill Hogue and Jeff Konyu,0.0
31869,Garbage Truck Simulator,garbage-truck-simulator,Simulation,,PC,Unknown,Astragon,0.0
31893,Gas: Fuel for Fun,gas-fuel-for-fun,Racing,,PSN,Unknown,Supersonic Software,0.0
31894,Gas: Fuel for Fun,gas-fuel-for-fun,Racing,,XBL,Unknown,Supersonic Software,0.0
31902,Gatling Gears,gatling-gears,Shooter,E10,PC,Unknown,Vanguard Games,0.0
31967,Gene Troopers,gene-troopers,Shooter,,XB,Unknown,Cauldron Ltd.,0.0
42030,Pwn Age: 31337 AD,pwn-age-31337-ad,Shooter,,XBL,Unknown,LocoPuyo,0.0
42038,PyroBlazer,pyroblazer,Racing,,Wii,Unknown,Eipix,0.0
42071,QJ,qj,Misc,,WW,Unknown,Q Entertainment,0.0
42137,Quest for Karma,quest-for-karma,Puzzle,,PC,Unknown,Dreamcatcher,0.0
42153,Quick Pick,quick-pick,Puzzle,,DSiW,Unknown,Dancing Dots,0.0
42231,Race,race,Racing,,GIZ,Unknown,Gizmondo Studios,0.0
42260,Radar,radar,Action,,2600,Unknown,Zellers,0.0
42264,Radar Mission (3DS VC),radar-mission-3ds-vc,Action,,3DS,Unknown,Nintendo,0.0
42308,Raibuon DS,raibuon-ds,Action,,DS,Unknown,Koei,0.0
42344,RailYard,railyard,Racing,,GIZ,Unknown,Laddha Inc,0.0
42402,Ranch Rush 2,ranch-rush-2,Misc,,GIZ,Unknown,"FreshGames, LLC",0.0
42404,Ranger Wars,ranger-wars,Fighting,,XBL,Unknown,Nubbernaut,0.0
42428,Rappelz Epic VII Part 3: The Trial,rappelz-epic-vii-part-3-the-trial,Role-Playing,,PC,Unknown,Gala Networks,0.0
42430,rAPPidRevise GCSE History,rappidrevise-gcse-history,Puzzle,,GIZ,Unknown,Limitless Learning Limited,0.0
42472,Rayman 2: Revolution,rayman-2-revolution,Platform,E,PSN,Unknown,Ubisoft,0.0
42481,Rayman Trilogy,rayman-trilogy,Platform,,PS3,Unknown,Ubisoft,0.0
42484,RayStorm HD,raystorm-hd,Shooter,E10,PSN,Unknown,Taito Corporation,0.0
42501,Re-Mission,re-mission,Action,T,PC,Unknown,HopeLab Foundation,0.0
42512,Reader Rabbit Kindergarten,reader-rabbit-kindergarten,Misc,,PC,Unknown,The Learning Company,0.0
42513,Reader Rabbit Math,reader-rabbit-math,Misc,EC,DS,Unknown,Graffiti Entertainment,0.0
42589,Rebuild of Evangelion: Sound Impact,rebuild-of-evangelion-sound-impact,Misc,,PSP,Unknown,Grasshopper Manufacture,0.0
42608,Red Arrows,red-arrows,Simulation,,PC,Unknown,Database Software,0.0
42609,Red Ball Hero 2,red-ball-hero-2,Strategy,,GIZ,Unknown,Jeremy Littel,0.0
42617,Red Bull X-Fighters World Tour,red-bull-x-fighters-world-tour,Sports,,XBL,Unknown,Xendex Holding GMBH,0.0
42618,Red Bull X-Fighters World Tour,red-bull-x-fighters-world-tour,Sports,,PC,Unknown,Xendex Holding GMBH,0.0
42620,Red Dead Redemption,red-dead-redemption,Action,,PSN,Unknown,Rockstar San Diego,0.0
42641,Red Frontier,red-frontier,Misc,,PC,Unknown,Unknown,0.0
42650,Red Moon,red-moon,Adventure,,PC,Unknown,"Level 9 Computing, Ltd.",0.0
42652,Red Steel 3,red-steel-3,Shooter,RP,Wii,Unknown,Ubisoft Montreal,0.0
42668,Reel Deal Slots American Adventure,reel-deal-slots-american-adventure,Misc,T,PC,Unknown,"Phantom EFX, Inc.",0.0
42696,Reign of Summoners 2014,reign-of-summoners-2014,Misc,,And,Unknown,Unknown,0.0
42734,Rengoku: The End of the Century,rengoku-the-end-of-the-century,Action,,PS3,Unknown,Neverland,0.0
42747,Rent A Hero No.1,rent-a-hero-no1,Action,T,XB,Unknown,Sega,0.0
42813,Retro City Rampage,retro-city-rampage,Action,RP,XBL,Unknown,Vblank Entertainment Inc.,0.0
42820,Retro/Grade,retro,Shooter,RP,PSN,Unknown,24 Caret Games,0.0
42824,Retrocade: DataStream Y2K600,retrocade-datastream-y2k600,Misc,,X360,Unknown,QuimbyRBG,0.0
42847,Revenge of Defender,revenge-of-defender,Action,,PC,Unknown,Hidden Treasures,0.0
42866,Rewrite,rewrite,Adventure,,PC,Unknown,Key,0.0
42876,Rhythm Core Alpha,rhythm-core-alpha,Misc,E,PSN,Unknown,SoftEgg Enterprises,0.0
42888,Richard Burns Rally,richard-burns-rally,Racing,E,XB,Unknown,Warthog,0.0
42900,Ride to Hell,ride-to-hell,Action,,PC,Unknown,Deep Silver,0.0
42905,Riding Academy 2,riding-academy-2,Simulation,E,DS,Unknown,TBA,0.0
42908,RiftSpace,riftspace,Simulation,,PC,Unknown,StarWraith 3D Games,0.0
42909,Rig N' Roll,rig-n-roll,Simulation,,PC,Unknown,Unknown,0.0
42912,Rig'n'Roll,rignroll,Racing,,PC,Unknown,Softlab-NSK,0.0
42916,Rika-Chan 3DS,rika-chan-3ds,Action,,3DS,Unknown,Takara Tomy,0.0
42929,RIOT,riot,Misc,,Linux,Unknown,Unknown,0.0
42930,RIOT,riot,Misc,,OSX,Unknown,Unknown,0.0
42931,RIOT,riot,Misc,,PC,Unknown,Unknown,0.0
42932,RIOT,riot,Misc,,Ouya,Unknown,Unknown,0.0
42982,Rival Realms,rival-realms,Strategy,,PC,Unknown,Titus Software,0.0
42991,River City Ransom 2,river-city-ransom-2,Action,,WW,Unknown,Miracle Kidz,0.0
49004,The Well at the Worldâ€™s End,the-well-at-the-worldamp8217s-end,Role-Playing,,DS,Unknown,Lace Mamba Global,0.0
49023,The World of Cars Online,the-world-of-cars-online,Racing,,PC,Unknown,Disney Online,0.0
49025,The Worm in Paradise,the-worm-in-paradise,Adventure,,PC,Unknown,"Level 9 Computing, Ltd.",0.0
49073,thinkSMART: Scotland Yard,thinksmart-scotland-yard,Simulation,E,DS,Unknown,Ravensburger,0.0
49077,This Is Vegas,this-is-vegas,Action,RP,X360,Unknown,Surreal Software,0.0
49078,This Is Vegas,this-is-vegas,Action,RP,PC,Unknown,Surreal Software,0.0
49079,This Is Vegas,this-is-vegas,Action,RP,PS3,Unknown,Surreal Software,0.0
49153,Tiger Woods PGA Tour 08,tiger-woods-pga-tour-08,Sports,E,PC,Unknown,EA Salt Lake,0.0
49205,TimeO,timeo,Action,RP,X360,Unknown,ZootFly,0.0
49206,TimeO,timeo,Action,RP,Wii,Unknown,ZootFly,0.0
49207,Timequest,timequest,Adventure,,PC,Unknown,Legend Entertainment,0.0
49232,Tiny Token Empires,tiny-token-empires,Strategy,,PSN,Unknown,BiP media,0.0
49283,TNT Racers,tnt-racers,Racing,E,WW,Unknown,Keen Games,0.0
49286,To End All Wars,to-end-all-wars,Shooter,,X360,Unknown,Chemistry/Kuju Entertainment,0.0
49287,To End All Wars,to-end-all-wars,Shooter,,PS3,Unknown,Chemistry/Kuju Entertainment,0.0
49297,To Heart Portable,to-heart-portable,Misc,,PC,Unknown,Unknown,0.0
49310,ToCA Race Driver,toca-race-driver,Racing,,PS2,Unknown,Codemasters,0.0
49327,ToeJam & Earl,toejam-amp-earl,Action,E,XBL,Unknown,Backbone Entertainment,0.0
49420,Tom Clancy's HAWX,tom-clancys-hawx,Action,T,Wii,Unknown,Ubisoft Romania,0.0
49492,Tomba!,tomba,Platform,,PSN,Unknown,Whoopee Camp,0.0
49533,Toon Fighter Z: BeatEm With Fun!,toon-fighter-z-beatem-with-fun,Fighting,,DS,Unknown,TBA,0.0
49558,Top Gun (2010),top-gun-2010,Action,,PC,Unknown,Doublesix,0.0
49567,Top Hand Rodeo Tour,top-hand-rodeo-tour,Sports,RP,PSN,Unknown,SFC Rodeo Games,0.0
49572,Top Model Academy,top-model-academy,Simulation,,DS,Unknown,SevenGames,0.0
49584,topatoi: The Pillar of Skies!,topatoi-the-pillar-of-skies,Platform,E,PSN,Unknown,Boolat Games,0.0
49612,Total Annihilation/Battle Tactics/The Core Contingency,total-annihilation,Strategy,,PC,Unknown,Cavedog Entertainment/1AM Productions,0.0
49691,Towers II: Plight of the Stargazer,towers-ii-plight-of-the-stargazer,Role-Playing,E,GBA,Unknown,Vatical Entertainment,0.0
49771,Trains and Trucks Tycoon,trains-and-trucks-tycoon,Strategy,,PC,Unknown,Unknown,0.0
49804,Transformers: The Game,transformers-the-game,Action,,PS2,Unknown,Unknown,0.0
49806,Transformers: The Game,transformers-the-game,Action,,PS3,Unknown,Unknown,0.0
49811,Transformers: War for Cybertron 2,transformers-war-for-cybertron-2,Action,,PS3,Unknown,High Moon Studios,0.0
49844,Treasure Seekers: Follow the Ghosts,treasure-seekers-follow-the-ghosts,Adventure,,PC,Unknown,Artogon Games,0.0
49865,Tribal Trouble 2,tribal-trouble-2,Strategy,,PC,Unknown,Oddlabs,0.0
49925,Troll & Armor,troll-amp-armor,Adventure,,PS3,Unknown,Emerging Ent.,0.0
49951,Truckers Tycoon,truckers-tycoon,Strategy,,PC,Unknown,Nikita,0.0
49954,True Crime: Hong Kong,true-crime-hong-kong,Action,,PC,Unknown,United Front Games,0.0
50100,Two Worlds II Castle Defense,two-worlds-ii-castle-defense,Strategy,,PC,Unknown,TopWare Interactive,0.0
50102,Two Worlds II: Pirates of the Flying Fortress,two-worlds-ii-pirates-of-the-flying-fortress,Role-Playing,,X360,Unknown,Reality Pump,0.0
50106,Two Worlds: The Tempation,two-worlds-the-tempation,Role-Playing,RP,PC,Unknown,Reality Jump,0.0
50121,U-Wars,u-wars,Shooter,RP,PSP,Unknown,BiArt Studios,0.0
50127,U.S. Most Wanted,us-most-wanted,Shooter,,PC,Unknown,FUN Labs,0.0
50129,U.S. Navy Fighters '97,us-navy-fighters-97,Simulation,,PC,Unknown,Electronic Arts,0.0
50176,UFO: Trilogy,ufo-trilogy,Role-Playing,,PC,Unknown,Altar Interactive/Cenega Publishing,0.0
50231,Ultimate Brain Games,ultimate-brain-games,Strategy,E,DS,Unknown,Unknown,0.0
50418,UpBot Goes Up,upbot-goes-up,Puzzle,,XBL,Unknown,IshiEiketsu,0.0
50463,Ushiro,ushiro,Role-Playing,,PSP,Unknown,Level 5,0.0
50484,V-Rally 3,v-rally-3,Racing,,GC,Unknown,Eden Studios,0.0
50524,Valkyria Chronicles III: Unrecorded Chronicles,valkyria-chronicles-iii-unrecorded-chronicles,Role-Playing,RP,PSN,Unknown,Sega WOW Overworks,0.0
50571,Vanguard Ace,vanguard-ace,Misc,,PC,Unknown,Midas Interactive,0.0
50604,Vektor Tank,vektor-tank,Action,,Wii,Unknown,Bplus,0.0
50623,Verbier Ride,verbier-ride,Sports,,GIZ,Unknown,JoWood Productions,0.0
50633,Vertical Numbers,vertical-numbers,Puzzle,,GIZ,Unknown,Jurgen Honigl,0.0
50672,Vietnam: Black Ops,vietnam-black-ops,Action,,PC,Unknown,Fused Software,0.0
50678,Vigilance,vigilance,Action,,PC,Unknown,SegaSoft,0.0
50705,Virtua Cop,virtua-cop,Shooter,T,NGage,Unknown,Sega,0.0
50714,Virtua Fighter 5,virtua-fighter-5,Fighting,T,XBL,Unknown,Sega-AM2,0.0
50770,Virtual Valerie 2,virtual-valerie-2,Adventure,,PC,Unknown,Arcus,0.0
50775,Virus,virus,Shooter,,PC,Unknown,Firebird,0.0
50777,Virus: The Game,virus-the-game,Action,,PC,Unknown,Kidum Multimedia Ltd.,0.0
50810,Voltage,voltage,Racing,,X360,Unknown,IBA,0.0
50812,Voltage,voltage,Racing,,PC,Unknown,IBA,0.0
50814,Voltron,voltron,Action,E10,PSN,Unknown,THQ,0.0
50824,Voodoo Nights,voodoo-nights,Action,,X360,Unknown,Mindware Studios,0.0
50834,VR Sports Powerboat Racing,vr-sports-powerboat-racing,Racing,,PC,Unknown,Promethean Designs,0.0
50840,VS-robo,vs-robo,Action,,3DS,Unknown,Rocket Company,0.0
50853,Wacky Land Boss,wacky-land-boss,Action,,PS3,Unknown,Fair Play Labs,0.0
50930,Wanderer,wanderer,Strategy,,PC,Unknown,Walking circles,0.0
50947,WAR,war,Role-Playing,,PC,Unknown,Mythic,0.0
50995,WarDevil: Enigma,wardevil-enigma,Shooter,RP,X360,Unknown,Digi-Guys,0.0
51034,Warhound,warhound,Shooter,,X360,Unknown,Techland,0.0
51035,Warhound,warhound,Shooter,,PC,Unknown,Techland,0.0
51049,Warlords,warlords,Strategy,,PC,Unknown,SSG,0.0
51050,Warlords,warlords,Action,,X360,Unknown,Griptonite Games,0.0
51056,Warlords DS,warlords-ds,Strategy,,DS,Unknown,Glyphic Entertainment,0.0
51066,Warp,warp,Action,RP,PSN,Electronic Arts,Trapdoor Inc.,0.0
51105,Wave Race 64,wave-race-64,Racing,,iQue,Unknown,Nintendo EAD,0.0
51106,Wave Rally,wave-rally,Racing,,XB,Unknown,Opus Studio,0.0
51201,Where time stood still,where-time-stood-still,Action,,PC,Unknown,Denton Designs,0.0
51248,Whitetail Deer Hunter,whitetail-deer-hunter,Misc,,PCFX,Unknown,Unknown,0.0
51291,WiiMove,wiimove,Misc,,WW,Unknown,PheroseSoft,0.0
51292,WiiWAA,wiiwaa,Action,,Wii,Unknown,Zoink Games,0.0
51320,Wildlife: Forest Survival,wildlife-forest-survival,Action,E10,XBL,Unknown,Electronic Arts,0.0
51409,Winter Sports 2011,winter-sports-2011,Sports,,PC,Unknown,49Games,0.0
51410,Winter Voices,winter-voices,Role-Playing,,PC,Unknown,Beyondthepillars,0.0
51477,Wizardry Gaiden 2,wizardry-gaiden-2,Role-Playing,,GB,Unknown,Sir-Tech,0.0
51503,Wizardry VII: Crusaders of the Dark Savant,wizardry-vii-crusaders-of-the-dark-savant,Role-Playing,,PC,Unknown,Sir-Tech,0.0
51510,Wizardry: Knight of Diamonds - The Second Scenario,wizardry-knight-of-diamonds-the-second-scenario,Role-Playing,,MS,Unknown,"Sir-tech Software, Inc.",0.0
51518,Wizardry: Proving Grounds of the Mad Overlord,wizardry-proving-grounds-of-the-mad-overlord,Role-Playing,,MS,Unknown,"Sir-tech Software, Inc.",0.0
51532,Wizorb,wizorb,Action,,XBL,Unknown,Tribute Games,0.0
51569,Wonder Boy in Monster Land (Arcade),wonder-boy-in-monster-land-arcade,Platform,,PSN,Unknown,Westone Bit Entertainment,0.0
51577,Wonder Boy in Monster World IV,wonder-boy-in-monster-world-iv,Platform,E,XBL,Unknown,Westone Bit Entertainment,0.0
51590,Wonder World Amusement Park,wonder-world-amusement-park,Misc,,3DS,Unknown,Coyote Console,0.0
51716,World in Conflict: Soviet Assault,world-in-conflict-soviet-assault,Strategy,T,PS3,Unknown,Massive Entertainment / Swordfish Studios,0.0
51730,World of Outlaws: Sprint Cars,world-of-outlaws-sprint-cars,Racing,,PS3,Unknown,THQ,0.0
51857,WWE Brawl,wwe-brawl,Fighting,,PS3,Unknown,THQ,0.0
51858,WWE Brawl,wwe-brawl,Fighting,,Wii,Unknown,THQ,0.0
51859,WWE Brawl,wwe-brawl,Fighting,,X360,Unknown,THQ,0.0
51885,WWF Smackdown! Just Bring It,wwf-smackdown-just-bring-it,Misc,,PS2,Unknown,Yuke's,0.0
52003,XIII Century: Blood of Europe,xiii-century-blood-of-europe,Strategy,T,PC,Unknown,Unicorn Games Studio,0.0
52005,XIIZEAL,xiizeal,Shooter,,PC,Unknown,Triangle Service,0.0
52035,Y: The Case of John Yesterday,y-the-case-of-john-yesterday,Adventure,,PC,Unknown,Pendulo Studios,0.0
52097,Yars' Revenge,yars-revenge,Shooter,E10,PSN,Unknown,Killspace Entertainment,0.0
52148,Yoshi's Story,yoshis-story,Platform,,iQue,Unknown,Nintendo EAD,0.0
52179,Youkoso Iruka Park e,youkoso-iruka-park-e,Simulation,,DS,Unknown,Starfish SD,0.0
52197,Ys Book II DS,ys-book-ii-ds,Role-Playing,,DS,Unknown,Interchannel-Holon Inc.,0.0
