Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,Year
52215,Ys IV: The Dawn of Ys,ys-iv-the-dawn-of-ys,Role-Playing,,PSN,Unknown,Nihon Falcom Corporation,0.0
52307,Zap Ball,zap-ball,Action,,GIZ,Unknown,Danny Flax,0.0
52358,Zenses: Zen Garden,zenses-zen-garden,Puzzle,E,DS,Unknown,Shin'en,0.0
52392,Zeus II: Carnage Heart,zeus-ii-carnage-heart,Strategy,,PSN,Unknown,ArtDink,0.0
52509,Zoo Park: Run Your Own Animal Sanctuary,zoo-park-run-your-own-animal-sanctuary,Simulation,,PC,Unknown,Excalibur Studios,0.0
52528,Zooloretto,zooloretto,Puzzle,E,DS,Unknown,U&I Entertainment,0.0
52529,Zooloretto,zooloretto,Puzzle,E,Wii,Unknown,U&I Entertainment,0.0
52580,The Dark Pictures: Man of Medan,the-dark-pictures-man-of-medan,Adventure,,PC,Unknown,Bandai Namco,0.0
52589,ã˜ã‚“ã‚‹ã„ã®ã¿ãªã•ã¾ã¸,amp12376amp12435amp12427amp12356amp12398amp12415amp12394amp12373amp12414amp12408,Visual Novel,,NS,Unknown,Nippon Ichi Software,0.0
52591,- Arcane preRaise -,-arcane-preraise-,Role-Playing,,PC,Unknown,Arcane Raise,0.0
52592,- Arcane Raise -,-arcane-raise-,Role-Playing,,PC,Unknown,Arcane Raise,0.0
52593,- Arcane RERaise -,-arcane-reraise-,Role-Playing,,PC,Unknown,Arcane Raise,0.0
52608,3D Dinosaur Adventure,3d-dinosaur-adventure,Education,,PC,Unknown,Knowledge Adventure,0.0
52609,3D Dinosaur Adventure,3d-dinosaur-adventure,Education,,MSD,Unknown,Knowledge Adventure,0.0
52616,99Moves,99moves,Action,E,WiiU,Unknown,EnjoyUp Games,0.0
52618,99Vidas,99vidas,Action,,PC,Unknown,QUByte Interactive,0.0
52621,99Vidas,99vidas,Action,,PS3,Unknown,QUByte Interactive,0.0
52623,99Vidas - Definitive Edition,99vidas-definitive-edition,Action,,NS,Unknown,QUByte Interactive,0.0
52625,A Gummy's Life,a-gummys-life,Party,,PC,Unknown,EP Games,0.0
52638,A World of Keflings,a-world-of-keflings,Simulation,E10,WiiU,Unknown,NinjaBee,0.0
52640,abc,abc,Adventure,,3DS,Unknown,Atooi,0.0
52643,Absolute Drift,absolute-drift,Racing,,PC,Unknown,Funselektor Labs Inc.,0.0
52644,Absolver,absolver,Role-Playing,,PS4,Unknown,Sloclap,0.0
52869,Achtung! Cthulhu Tactics,achtung-cthulhu-tactics,Strategy,,PC,Unknown,Auroch Digital,0.0
52924,Angels of Death,angels-of-death,Adventure,,PC,Unknown,Stardust KRNKRN,0.0
52927,Angry Video Game Nerd II: ASSimilation,angry-video-game-nerd-ii-assimilation,Action,,PC,Unknown,Freakzone Games,0.0
52950,Ape Out,ape-out,Action,,PC,Unknown,Gabe Cuzzillo,0.0
52972,Arcade Game Series: Galaga,arcade-game-series-galaga,Shooter,,PC,Unknown,Bandai Namco Games,0.0
53003,Assault Gunners HD Edition,assault-gunners-hd-edition,Action,,NS,Unknown,SHADE Inc.,0.0
53010,Asteroid Bounty Hunter,asteroid-bounty-hunter,Shooter,,PC,Unknown,Just1337 Studio,0.0
53029,Atomic Heart,atomic-heart,Shooter,,PC,Unknown,Mundfish,0.0
53036,Attack on Titan 2 - A.O.T.2 - é€²æ’ƒã®å·¨äººï¼’,attack-on-titan-2-aot2-amp36914amp25731amp12398amp24040amp20154amp65298,Action,,PC,Unknown,Omega Force,0.0
53042,Attempt[42],attempt42,Puzzle,,PC,Unknown,ThinkOfGames,0.0
53051,Baba is You,baba-is-you,Adventure,,NS,Unknown,Unknown,0.0
53057,Banana Prince,banana-prince,Platform,,NES,Unknown,KID,0.0
53082,Bee Simulator,bee-simulator,Simulation,,PC,Unknown,Varsav Games Studio,0.0
53083,Bee Simulator,bee-simulator,Simulation,,PS4,Unknown,Varsav Games Studio,0.0
53093,Beyond: Two Souls,beyond-two-souls,Adventure,,PC,Unknown,Quantic Dream,0.0
53101,bit Dungeon III,bit-dungeon-iii,Action,,PC,Unknown,Kinto Games LLC,0.0
53103,bit Dungeon+,bit-dungeon,Action,,PC,Unknown,Dolores Entertainment SL,0.0
53108,Black Squad,black-squad,Shooter,,PC,Unknown,NS STUDIO,0.0
53112,Blacksad,blacksad,Adventure,,PC,Unknown,Pendulo Studios,0.0
53119,Blaster Master Zero II,blaster-master-zero-ii,Action,,NS,Unknown,Inti Creates,0.0
53135,Blitzkrieg 3,blitzkrieg-3,Strategy,,PC,Unknown,Nival Interactive,0.0
53142,Bloodstained: Curse of the Moon,bloodstained-curse-of-the-moon,Platform,,PS4,Unknown,Inti Creates,0.0
53150,Bloody Walls,bloody-walls,Action,,PC,Unknown,L. Stotch,0.0
53154,Boid,boid,Strategy,,PC,Unknown,Mokus,0.0
53158,Bomb Jack,bomb-jack,Action,,GB,Unknown,Tehkan,0.0
53167,Bootombaa,bootombaa,Adventure,,PC,Unknown,Naarassusi Game,0.0
53171,Borderlands: Game of the Year Edition,borderlands-game-of-the-year-edition,Shooter,,PS4,Unknown,Gearbox Software,0.0
53172,Borderlands: Game of the Year Edition,borderlands-game-of-the-year-edition,Shooter,,XOne,Unknown,Gearbox Software,0.0
53178,Brass Tactics,brass-tactics,Strategy,,PC,Unknown,Hidden Path Entertainment,0.0
53188,Bright Memory: Infinite,bright-memory-infinite,Shooter,,PS4,Unknown,FYQD Personal Studio,0.0
53190,Bright Memory: Infinite,bright-memory-infinite,Shooter,,PC,Unknown,FYQD Personal Studio,0.0
53215,Castle Crashers Remastered,castle-crashers-remastered,Action-Adventure,,NS,Unknown,The Behemoth,0.0
53220,Castlevania Anniversary Collection,castlevania-anniversary-collection,Action-Adventure,,PC,Unknown,Konami,0.0
53225,Catch a Falling Star,catch-a-falling-star,Action,,PC,Unknown,Alister Software,0.0
53231,Cecile,cecile,Action,,PS4,Unknown,CyberConnect2,0.0
53232,Cecile,cecile,Action,,NS,Unknown,CyberConnect2,0.0
53233,Cecile,cecile,Action,,XOne,Unknown,CyberConnect2,0.0
53244,Chicken Invaders,chicken-invaders,Shooter,,PC,Unknown,InterAction Studios,0.0
53246,Chicken Invaders: Revenge of the Yolk,chicken-invaders-revenge-of-the-yolk,Shooter,,PC,Unknown,InterAction Studios,0.0
53248,Chicken Invaders: Ultimate Omelette,chicken-invaders-ultimate-omelette,Shooter,,PC,Unknown,InterAction Studios,0.0
53253,Chroma Squad,chroma-squad,Role-Playing,,PS4,Unknown,Behold Studios,0.0
53254,Chroma Squad,chroma-squad,Role-Playing,,XOne,Unknown,Behold Studios,0.0
53256,Chuusotsu! 1st Graduation: Time After Time,chuusotsu-1st-graduation-time-after-time,Visual Novel,,PC,Unknown,Studio Beast,0.0
53257,Cirsed Castilla EX,cirsed-castilla-ex,Action-Adventure,,PS4,Unknown,Abylight,0.0
53263,Clicker Heroes,clicker-heroes,Misc,,PC,Unknown,Playsaurus,0.0
53290,Contra Anniversary Collection,contra-anniversary-collection,Action-Adventure,,NS,Unknown,Konami,0.0
53291,Contra Anniversary Collection,contra-anniversary-collection,Action-Adventure,,XOne,Unknown,Konami,0.0
53292,Contra Anniversary Collection,contra-anniversary-collection,Action-Adventure,,PC,Unknown,Konami,0.0
53304,Counter-Strike Nexon: Zombies,counter-strike-nexon-zombies,Shooter,,PC,Unknown,Valve Corporation,0.0
53313,"Creature Clicker - Capture, Train, Ascend!", train,Misc,,PC,Unknown,ColloseusX,0.0
53316,Croixleur Sigma,croixleur-sigma,Action,,NS,Unknown,souvenir circ.,0.0
53318,CrossCode,crosscode,Role-Playing,T,XOne,Unknown,Radical Fish Games,0.0
53319,CrossCode,crosscode,Role-Playing,T,PC,Unknown,Radical Fish Games,0.0
53321,Crosswords I,crosswords-i,Misc,,Int,Unknown,Mattel,0.0
53333,Cup Critters,cup-critters,Action,,WiiU,Unknown,RCMADIAX,0.0
53348,Dandara,dandara,Action,,PC,Unknown,Long Hat House,0.0
53349,Dandara,dandara,Action,,PS4,Unknown,Long Hat House,0.0
53350,Dandara,dandara,Action,,XOne,Unknown,Long Hat House,0.0
53352,Dangerous Driving,dangerous-driving,Racing,,PS4,Unknown,Three Fields Entertainment,0.0
53353,Dangerous Driving,dangerous-driving,Racing,,XOne,Unknown,Three Fields Entertainment,0.0
53359,DarkEnd,darkend,Role-Playing,,PC,Unknown,Kodots Games,0.0
53366,DatabaseTestingNA,databasetestingna,Action,,2600,Unknown,TalonSoft,0.0
53389,Dead or School,dead-or-school,Action,,PS4,Unknown,Nanafushi,0.0
53399,Death Mark,death-mark,Misc,M,XOne,Unknown,Experience Inc.,0.0
53400,Death Road to Canada,death-road-to-canada,Action,,NS,Unknown,Rocketcat Games,0.0
53406,Deathtrap Dungeon,deathtrap-dungeon,Action-Adventure,,PC,Unknown,Asylum Entertainment,0.0
53412,Degrees of Separation,degrees-of-separation,Puzzle,,NS,Unknown,Moondrop,0.0
53424,Descent (2019),descent-2019,Shooter,,PS4,Unknown,Descendent Studios,0.0
53436,Detroit: Become Human,detroit-become-human,Adventure,,PC,Unknown,Quantic Dream,0.0
53445,Dexodonex,dexodonex,Puzzle,,PC,Unknown,Seragam,0.0
53452,Die for Valhalla!,die-for-valhalla,Action,,PS4,Unknown,Monster Couch,0.0
53454,Die for Valhalla!,die-for-valhalla,Action,,NS,Unknown,Monster Couch,0.0
53461,Diluvion,diluvion,Action,,PC,Unknown,Arachnid Games,0.0
53462,Diluvion,diluvion,Action,,OSX,Unknown,Arachnid Games,0.0
53465,Dinosaur Hunt,dinosaur-hunt,Shooter,,PC,Unknown,Racing Bros,0.0
53472,Dirty Bomb,dirty-bomb,Shooter,,PC,Unknown,Splash Damage,0.0
53474,Disc Jam,disc-jam,Sports,E,PS4,Unknown,High Horse Entertainment,0.0
53475,Disc Jam,disc-jam,Sports,,PC,Unknown,High Horse Entertainment,0.0
53480,Discovery,discovery,Adventure,E,WiiU,Unknown,noowanda,0.0
53481,Discovery,discovery,Adventure,,Ouya,Unknown,noowanda,0.0
53525,Dragons: Dawn of New Riders,dragons-dawn-of-new-riders,Action-Adventure,,PC,Unknown,Outright Games,0.0
53532,Draw a Stickman: EPIC 2,draw-a-stickman-epic-2,Adventure,,WiiU,Unknown,Hitcents,0.0
53533,Drawfighters,drawfighters,Fighting,,PS4,Unknown,Sony Computer Entertainment,0.0
53534,Drawful 2,drawful-2,Misc,,PC,Unknown,Jackbox Games,0.0
53538,"Duke Grabowski, Mighty Swashbuckler"," mighty swashbuckler""",Adventure,,Linux,Unknown,Venture Moon Games,0.0
53541,Dungeon Defenders Eternity,dungeon-defenders-eternity,Action,,PC,Unknown,Nom Nom Games,0.0
53558,Earthlock: Festival of Magic,earthlock-festival-of-magic,Role-Playing,,PS4,Unknown,Snowcastle Games,0.0
53560,Earthlock: Festival of Magic,earthlock-festival-of-magic,Role-Playing,,PC,Unknown,Snowcastle Games,0.0
53567,Emerald Shores,emerald-shores,Platform,,PC,Unknown,Fordesoft,0.0
53568,Emerald Shores,emerald-shores,Platform,,PSV,Unknown,Fordesoft,0.0
53571,Emily is Away Too,emily-is-away-too,Simulation,,PC,Unknown,Kyle Seeley,0.0
53584,Epic Battle Fantasy 5,epic-battle-fantasy-5,Role-Playing,,PC,Unknown,Matt Roszak,0.0
53585,Epistory,epistory,Adventure,,PC,Unknown,Fishing Cactus,0.0
53596,Evoland Legendary Edition,evoland-legendary-edition,Action-Adventure,,NS,Unknown,Shiro Games,0.0
53597,Evoland Legendary Edition,evoland-legendary-edition,Action-Adventure,,PS4,Unknown,Shiro Games,0.0
53601,Expeditions: Conquistador,expeditions-conquistador,Strategy,,PC,Unknown,Logic Artists,0.0
53602,Expeditions: Viking,expeditions-viking,Strategy,,PC,Unknown,Logic Artists,0.0
53603,Extreme Exorcism,extreme-exorcism,Action,,PS4,Unknown,Golden Ruby Games,0.0
53608,Fairy Fencer F Advent Dark Force,fairy-fencer-f-advent-dark-force,Role-Playing,,PC,Unknown,Idea Factory,0.0
53617,Family Budgeting,family-budgeting,Misc,,Int,Unknown,Mattel,0.0
53630,Farming Simulator & Hunting Simulator Bundle,farming-simulator-amp-hunting-simulator-bundle,Simulation,,NS,Unknown,Maximum Games,0.0
53635,fault - milestone one,fault-milestone-one,Visual Novel,,PS4,Unknown,ALICE IN DISSONANCE,0.0
53647,Final Fantasy IV,final-fantasy-iv,Role-Playing,,PC,Unknown,Square Enix,0.0
53675,Fishlabs Entertainment,fishlabs-entertainment,Action,,OSX,Unknown,Fishlabs Entertainment,0.0
53678,Five Nights at Freddy's VR: Help Wanted,five-nights-at-freddys-vr-help-wanted,Simulation,,PS4,Unknown,Scott Cawthon,0.0
53681,Flat Heroes,flat-heroes,Platform,,NS,Unknown,Parallel Circles,0.0
53690,Football Manager 2016,football-manager-2016,Simulation,,Linux,Unknown,Sports Interactive,0.0
53691,Football Manager 2017,football-manager-2017,Simulation,,Linux,Unknown,Sports Interactive,0.0
53695,Football Strike,football-strike,Sports,,And,Unknown,Miniclip,0.0
53698,Fork Parker's Holiday Profit Hike,fork-parkers-holiday-profit-hike,Platform,,PC,Unknown,Dodge Roll,0.0
53700,Fortnite: Save the World,fortnite-save-the-world,Shooter,,XOne,Unknown,Epic Games,0.0
53702,Fortnite: Save the World,fortnite-save-the-world,Shooter,,PC,Unknown,Epic Games,0.0
53708,Fran Bow,fran-bow,Adventure,,OSX,Unknown,Killmonday Games,0.0
53720,FreezeMe,freezeme,Platform,E,WiiU,Unknown,Rainy Night Creations,0.0
53723,Frost,frost,Misc,,PC,Unknown,Studio des Tenebres,0.0
53724,Frost,frost,Misc,,PS4,Unknown,Studio des Tenebres,0.0
53725,Frost,frost,Misc,,NS,Unknown,Studio des Tenebres,0.0
53727,Frozen Free Fall: Snowball Fight,frozen-free-fall-snowball-fight,Puzzle,,PC,Unknown,SuperVillain Studios,0.0
53729,Fuga,fuga,Strategy,,NS,Unknown,CyberConnect2,0.0
53731,Fuga,fuga,Strategy,,XOne,Unknown,CyberConnect2,0.0
53742,Galaxy Blaster,galaxy-blaster,Action,,WiiU,Unknown,RCMADIAX,0.0
53743,Galaxy Blaster,galaxy-blaster,Action,,3DS,Unknown,RCMADIAX,0.0
53744,Galaxy of Pen & Paper +1 Edition,galaxy-of-pen-amp-paper-1-edition,Role-Playing,,PC,Unknown,Behold Studios,0.0
53745,Galcon 2: Galactic Conquest,galcon-2-galactic-conquest,Strategy,,PC,Unknown,"Hassey Enterprises, Inc.",0.0
53746,Galcon Legends,galcon-legends,Strategy,,PC,Unknown,"Hassey Enterprises, Inc.",0.0
53766,Geography Challenge,geography-challenge,Misc,,Int,Unknown,Mattel,0.0
53772,Ghosts 'n Goblins,ghosts-n-goblins,Platform,,GB,Unknown,Capcom,0.0
53773,Gibberi:sh',gibberish,Role-Playing,,2600,Unknown,EA,0.0
53784,Good Archer,good-archer,Misc,,PC,Unknown,Sergej110,0.0
53787,Goosebumps: The Game,goosebumps-the-game,Adventure,,PS4,Unknown,WayForward,0.0
53788,Goosebumps: The Game,goosebumps-the-game,Adventure,,PS3,Unknown,WayForward,0.0
53792,Granblue Fantasy: Relink,granblue-fantasy-relink,Role-Playing,,PS4,Unknown,Cygames,0.0
53804,Guacamelee! 2,guacamelee-2,Action-Adventure,,PS4,Unknown,DrinkBox Studios,0.0
53806,Guide the Ghost,guide-the-ghost,Action,,3DS,Unknown,RCMADIAX,0.0
53808,GUILTY GEAR 2 -OVERTURE-,guilty-gear-2-overture-,Fighting,,PC,Unknown,Arc System Works,0.0
53810,GUILTY GEAR Xrd -REVELATOR-,guilty-gear-xrd-revelator-,Fighting,,PC,Unknown,Arc System Works,0.0
53812,Guilty Gear XX Accent Core Plus R,guilty-gear-xx-accent-core-plus-r,Fighting,,NS,Unknown,Arc System Works,0.0
53813,GUILTY GEAR XX ACCENT CORE PLUS R,guilty-gear-xx-accent-core-plus-r,Fighting,,PC,Unknown,Arc System Works,0.0
53833,"Hack, Slash, Loot", slash,Action,,PC,Unknown,David Williamson,0.0
53834,Hades,hades,Action-Adventure,,PC,Unknown,Supergiant Games,0.0
53836,Halcyon 6: Starbase Commander,halcyon-6-starbase-commander,Strategy,,PC,Unknown,"Massive Damage, Inc.",0.0
53847,Hand of Fate 2,hand-of-fate-2,Role-Playing,,PC,Unknown,Defiant Development,0.0
53860,Heavy Rain,heavy-rain,Adventure,,PC,Unknown,Quantic Dream,0.0
53866,Her Majesty's SPIFFING,her-majestys-spiffing,Adventure,T,XOne,Unknown,Billy Goat Entertainment,0.0
53867,Her Majesty's SPIFFING,her-majestys-spiffing,Adventure,,PS4,Unknown,Billy Goat Entertainment,0.0
53868,Her Story,her-story,Adventure,,OSX,Unknown,Sam Barlow,0.0
53869,Her Story,her-story,Adventure,,And,Unknown,Sam Barlow,0.0
53871,Hero of the Kingdom III,hero-of-the-kingdom-iii,Role-Playing,,PC,Unknown,Lonely Troops,0.0
53872,Heroes in the Sky-Origin,heroes-in-the-sky-origin,Simulation,,PC,Unknown,GameUS Inc.,0.0
53876,Heroine's Quest: The Herald of Ragnarok,heroines-quest-the-herald-of-ragnarok,Role-Playing,,PC,Unknown,Crystal Shard,0.0
53887,Holy Diver,holy-diver,Platform,,NES,Unknown,Irem Software Engineering,0.0
53923,Ikaruga,ikaruga,Shooter,,NS,Unknown,Treasure,0.0
53924,Ikaruga,ikaruga,Shooter,,PC,Unknown,Treasure,0.0
53960,Inverted,inverted,Puzzle,,PC,Unknown,Versus System,0.0
53969,Iro Hero,iro-hero,Shooter,,NS,Unknown,Artax Games SL,0.0
53972,Irony Curtain: From Matryoshka,irony-curtain-from-matryoshka,Visual Novel,,NS,Unknown,Artifex Mundi,0.0
53980,Jack LaLanne's Physical Conditioning,jack-lalannes-physical-conditioning,Misc,,Int,Unknown,APh Technological Consulting,0.0
53990,Joe Danger 2: The Movie,joe-danger-2-the-movie,Racing,,PC,Unknown,Hello Games,0.0
53997,Jotun: Valhalla Edition,jotun-valhalla-edition,Action,,PC,Unknown,Thunder Lotus Games,0.0
53998,Jotun: Valhalla Edition,jotun-valhalla-edition,Adventure,,Linux,Unknown,Thunder Lotus Games,0.0
53999,Jotun: Valhalla Edition,jotun-valhalla-edition,Action,,OSX,Unknown,Thunder Lotus Games,0.0
54001,Jotun: Valhalla Edition,jotun-valhalla-edition,Action,,PS4,Unknown,Thunder Lotus Games,0.0
54002,Jotun: Valhalla Edition,jotun-valhalla-edition,Action,,XOne,Unknown,Thunder Lotus Games,0.0
54003,Jotun: Valhalla Edition,jotun-valhalla-edition,Action,,NS,Unknown,Thunder Lotus Games,0.0
54005,Journey,journey,Adventure,,PC,Unknown,thatgamecompany,0.0
54017,Kaiji: Steel Beam Crossing of Despair,kaiji-steel-beam-crossing-of-despair,Misc,,NS,Unknown,Solidsphere,0.0
54027,Kelvin and the Infamous Machine,kelvin-and-the-infamous-machine,Adventure,,PC,Unknown,Blyts,0.0
54028,Kelvin and the Infamous Machine,kelvin-and-the-infamous-machine,Adventure,,OSX,Unknown,Blyts,0.0
54029,Kelvin and the Infamous Machine,kelvin-and-the-infamous-machine,Adventure,,Linux,Unknown,Blyts,0.0
54032,Kero Blaster,kero-blaster,Action,,NS,Unknown,Studio Pixel,0.0
54033,Kero Blaster,kero-blaster,Action,,PS4,Unknown,Studio Pixel,0.0
54051,King's Quest: The Complete Collection,kings-quest-the-complete-collection,Adventure,,PC,Unknown,The Odd Gentlemen,0.0
54052,King's Quest,kings-quest,Adventure,,PC,Unknown,The Odd Gentlemen,0.0
54056,Knee Deep,knee-deep,Adventure,,PC,Unknown,Prologue Games,0.0
54057,Knee Deep,knee-deep,Adventure,,OSX,Unknown,Prologue Games,0.0
54058,Knee Deep,knee-deep,Adventure,,PS4,Unknown,Prologue Games,0.0
54059,Knee Deep,knee-deep,Adventure,,XOne,Unknown,Prologue Games,0.0
54061,Knights of Pen and Paper +1 Edition,knights-of-pen-and-paper-1-edition,Role-Playing,,PS4,Unknown,Behold Studios,0.0
54062,Knights of Pen and Paper +1 Edition,knights-of-pen-and-paper-1-edition,Role-Playing,,XOne,Unknown,Behold Studios,0.0
54063,Knights of Pen and Paper +1 Edition,knights-of-pen-and-paper-1-edition,Role-Playing,,NS,Unknown,Behold Studios,0.0
54064,Knights of Pen and Paper +1 Edition,knights-of-pen-and-paper-1-edition,Role-Playing,,PC,Unknown,Behold Studios,0.0
54065,Knowledge Adventure: The Game,knowledge-adventure-the-game,Education,,PC,Unknown,Knowledge Adventure Inc.,0.0
54070,Konami Anniversary Collection: Arcade Classics,konami-anniversary-collection-arcade-classics,Misc,,PS4,Unknown,Konami,0.0
54071,Konami Anniversary Collection: Arcade Classics,konami-anniversary-collection-arcade-classics,Misc,,NS,Unknown,Konami,0.0
54072,Konami Anniversary Collection: Arcade Classics,konami-anniversary-collection-arcade-classics,Misc,,PC,Unknown,Konami,0.0
54073,Konami Anniversary Collection: Arcade Classics,konami-anniversary-collection-arcade-classics,Misc,,XOne,Unknown,Konami,0.0
54093,Last Days,last-days,Role-Playing,,PC,Unknown,CrackedGhostGames,0.0
54094,Last Stanza,last-stanza,Visual Novel,,PC,Unknown,Sekai Project,0.0
54096,Late Shift,late-shift,Adventure,,iOS,Unknown,CtrlMovie,0.0
54097,Late Shift,late-shift,Adventure,,PS4,Unknown,CtrlMovie,0.0
54098,Late Shift,late-shift,Adventure,,XOne,Unknown,CtrlMovie,0.0
54109,LEGO DC Super-Villains,lego-dc-super-villains,Action-Adventure,,PC,Unknown,Traveller's Tales,0.0
54113,Let the Cat In,let-the-cat-in,Strategy,,PC,Unknown,Eforb,0.0
54119,Leviathan: Warships,leviathan-warships,Strategy,,PC,Unknown,Pieces Interactive,0.0
54127,Light Fall,light-fall,Action-Adventure,,PC,Unknown,Bishop Games,0.0
54129,"Linea, the Game"," the game""",Action,,PC,Unknown,KHB-Soft,0.0
54131,Linked,linked,Puzzle,,PC,Unknown,ThinkOfGames,0.0
54136,Little Red Hood,little-red-hood,Action,,NES,Unknown,Joy Van,0.0
54144,Lone Survivor,lone-survivor,Misc,,PS4,Unknown,Curve Studios,0.0
54153,Lost Saga NA,lost-saga-na,Fighting,,PC,Unknown,IO Entertainment,0.0
54154,Lost Soul Aside,lost-soul-aside,Action,,PS4,Unknown,UltiZero Games,0.0
54171,MagiCat,magicat,Platform,,NS,Unknown,Kucing Rembes,0.0
54172,MagiCat,magicat,Platform,,PC,Unknown,Kucing Rembes,0.0
54173,Maison de Maou,maison-de-maou,Role-Playing,,NS,Unknown,Bergsala Lightweight,0.0
54177,Manticore: Galaxy on Fire,manticore-galaxy-on-fire,Action,,NS,Unknown,Fishlabs Entertainment,0.0
54178,Mantis Burn Racing,mantis-burn-racing,Racing,,NS,Unknown,VooFoo Studios,0.0
54179,Mantis Burn Racing,mantis-burn-racing,Racing,,PC,Unknown,VooFoo Studios,0.0
54183,Marie's Room,maries-room,Adventure,,PC,Unknown,like Charlie,0.0
54190,Marvel's Iron Man VR,marvels-iron-man-vr,Action,,PS4,Unknown,Camouflaj,0.0
54191,Marvel: Ultimate Alliance 2,marvel-ultimate-alliance-2,Action-Adventure,,PC,Unknown,Zoe Mode,0.0
54192,Marvel's Iron Man VR,marvels-iron-man-vr,Action,,PS4,Unknown,Camouflaj,0.0
54193,Mary Skelter: Nightmares,mary-skelter-nightmares,Role-Playing,,PC,Unknown,Compile Heart,0.0
54196,Maze,maze,Action,E,WiiU,Unknown,TreeFall Studios,0.0
54197,Mechanic Escape,mechanic-escape,Platform,,PC,Unknown,Slak Games,0.0
54199,Mechstermination Force,mechstermination-force,Action,,NS,Unknown,Horberg Productions,0.0
54204,Melbits World,melbits-world,Puzzle,,PS4,Unknown,Melbot,0.0
54207,Meme Run,meme-run,Action,E,WiiU,Unknown,Ninja Pig Studios,0.0
54211,Men of War: Assault Squad 2,men-of-war-assault-squad-2,Strategy,,PC,Unknown,Digitalmindsoft,0.0
54214,Mercenaries Wings: The False Phoenix,mercenaries-wings-the-false-phoenix,Role-Playing,,NS,Unknown,RideonT2,0.0
54216,Mesmer,mesmer,Strategy,,NS,Unknown,Rain Games,0.0
54219,Metal Slug 2,metal-slug-2,Shooter,,PC,Unknown,SNK Corporation,0.0
54220,Metal Soldiers 2,metal-soldiers-2,Shooter,,And,Unknown,Play365,0.0
54225,Midas Gold Plus,midas-gold-plus,Strategy,,PC,Unknown,Holyday Studios,0.0
54226,Midnight Deluxe,midnight-deluxe,Puzzle,,NS,Unknown,Petite Games,0.0
54227,Midway Arcade Origins,midway-arcade-origins,Misc,,PS3,Unknown,Backbone Entertainment,0.0
54230,Milkmaid of the Milky Way,milkmaid-of-the-milky-way,Adventure,,PC,Unknown,Mattis Folkestad,0.0
54231,Milkmaid of the Milky Way,milkmaid-of-the-milky-way,Adventure,,OSX,Unknown,Mattis Folkestad,0.0
54232,Milkmaid of the Milky Way,milkmaid-of-the-milky-way,Adventure,,iOS,Unknown,Mattis Folkestad,0.0
54233,Milkmaid of the Milky Way,milkmaid-of-the-milky-way,Adventure,,Linux,Unknown,Mattis Folkestad,0.0
54242,Minoria,minoria,Action,,NS,Unknown,Bombservice,0.0
54243,Minoria,minoria,Action,,PC,Unknown,Bombservice,0.0
54246,MLB 13 The Show: Home Run Derby Edition,mlb-13-the-show-home-run-derby-edition,Sports,,PSN,Unknown,Sony Interactive Studios America,0.0
54253,MONMUSU,monmusu,Visual Novel,,PC,Unknown,Tentacle Games,0.0
54254,MONMUSU * FIGHT!,monmusu-fight,Action,,PC,Unknown,StudiOS,0.0
54260,Monster Slayers,monster-slayers,Role-Playing,,NS,Unknown,Nerdook Productions,0.0
54261,Monster Slayers,monster-slayers,Role-Playing,,XOne,Unknown,Nerdook Productions,0.0
54262,Monster Slayers,monster-slayers,Role-Playing,,PS4,Unknown,Nerdook Productions,0.0
54263,Monster Slayers,monster-slayers,Role-Playing,,PC,Unknown,Nerdook Productions,0.0
54273,Morningstar: Descent to Deadrock,morningstar-descent-to-deadrock,Adventure,,PC,Unknown,Red Herring Labs,0.0
54274,Morningstar: Descent to Deadrock,morningstar-descent-to-deadrock,Adventure,,OSX,Unknown,Red Herring Labs,0.0
54275,Morningstar: Descent to Deadrock,morningstar-descent-to-deadrock,Adventure,,iOS,Unknown,Red Herring Labs,0.0
54276,Morningstar: Descent to Deadrock,morningstar-descent-to-deadrock,Adventure,,And,Unknown,Red Herring Labs,0.0
54277,Morphies Law,morphies-law,Shooter,,NS,Unknown,Cosmoscope,0.0
54283,Mosaic,mosaic,Misc,,PC,Unknown,Krillbite Studio,0.0
54284,Mosaic,mosaic,Misc,,NS,Unknown,Krillbite Studio,0.0
54285,Mosaic,mosaic,Misc,,XOne,Unknown,Krillbite Studio,0.0
54286,Mosaic,mosaic,Misc,,PS4,Unknown,Krillbite Studio,0.0
54288,Mothergunship,mothergunship,Shooter,,PC,Unknown,Grip Games,0.0
54293,Motor Strike,motor-strike,Racing,,PS4,Unknown,Sony Computer Entertainment,0.0
54296,Mouse in Lab,mouse-in-lab,Puzzle,,PC,Unknown,Unknown,0.0
54302,Mulaka,mulaka,Action-Adventure,,PS4,Unknown,Lienzo,0.0
54303,Mulaka,mulaka,Action-Adventure,,PC,Unknown,Lienzo,0.0
54304,Mulaka,mulaka,Action-Adventure,,XOne,Unknown,Lienzo,0.0
54305,Multimirror,multimirror,Puzzle,,PC,Unknown,Cleverweek,0.0
54309,Mutant Football League,mutant-football-league,Sports,,PC,Unknown,Digital Dreams,0.0
54311,Mutant Year Zero: Road to Eden Deluxe Edition,mutant-year-zero-road-to-eden-deluxe-edition,Role-Playing,,NS,Unknown,Fun Com,0.0
